"Date","Size.Fraction","SumFA_ug.L","SumFA_mg.g","SumFA_mg.g_WetWt","C14.0_PERCENT","C14.1_PERCENT","C15.0_PERCENT","C16.0_PERCENT","C16.1n.7_PERCENT","C16.1n.9_PERCENT","C17.0_PERCENT","C18.0_PERCENT","C16.3n.4_PERCENT","C18.1n.7_PERCENT","C18.1n.9c_PERCENT","C18.1n.9t_PERCENT","C18.2n.6c_PERCENT","C18.3n.3_PERCENT","C18.3n.6_PERCENT","C18.4n.3_PERCENT","C20.0_PERCENT","C20.1n.9_PERCENT","C20.3n.3_PERCENT","C20.4n.6_PERCENT","C20.5n.3_PERCENT","C22.0_PERCENT","C22.1n.9_PERCENT","C22.2n.6_PERCENT","C22.4n.6_PERCENT","C22.5n.3_PERCENT","C22.5n.6._PERCENT","C22.6n.3_PERCENT","C23.0_PERCENT","C24.0_PERCENT","C24.1n.9_PERCENT","C16.2n.4_PERCENT","C20.4n.3_PERCENT","C22.1n.11_PERCENT","Ratio16.1","Diatom.Flag","DHA.EPA","Bacteria_15_17","Carn18.1N9_n7","percent.SFA","percent.MUFA","percent.PUFA","PUFA.SFA","percent.n3_PUFA","percent.n6_PUFA","n3.n6","Prop.EFA","Prop.HUFA","C16PUFA","EPA.DHA","delta15n","delta13c","chl_20um","chl_3um","chl_GF.F","SumChl","chla_prop_GF.F","chla_prop_20um","chla_prop_3um","Biomass.mg.m3"
"2015-05-21","POM",31.3201921789474,NA,NA,0.156191124,0,0.006465645,0.211034629,0.126850656,0.010774916,0.003916816,0.104750654,0.003963334,0.073865973,0.028248973,0,0.045488232,0.010888355,0,0.030129778,0,0,0,0,0.078343263,0.010619571,0,0,0,0,0,0.064921884,0,0,0,0.016345919,0,0,0.601089294,2.128592935,0.828684954,0.010382461,0.382435536,0.510178717,0.228965602,0.250080765,0.490182669,0.18428328,0,Inf,0.18428328,0.143265147,0.020309253,1.2067312002221,7.2969471,-21.130878425,0.404228543,0.1675251855,0.1473902265,0.719143955,0.204952326269641,0.56209683776039,0.232950835969969,NA
"2015-05-26","POM",38.6979721704545,NA,NA,0.123905531,0.001929949,0.00809555,0.253841937,0.114597085,0.00974466,0.005913681,0.109034961,0.003304377,0.032889462,0.035272473,0,0.037781562,0.020554071,0.002263807,0.032370627,0.005440888,0.001525478,0,0.00506313,0.078170929,0.00681205,0.006711259,0,0,0.003055255,0,0.064452068,0.002226038,0.004045781,0.00317617,0.005499298,0.00298917,0,0.451450561,1.684810446,0.824501753,0.01400923,1.072455129,0.532628391,0.196101877,0.252515124,0.474092497,0.19860295,0.007326937,27.10586281,0.202874632,0.147686127,0.008803675,1.21285369772774,6.0846372365,-21.60921292,0.3275760025,0.1930654205,0.1776246055,0.6982660285,0.254379560583191,0.469127795324214,0.276492644092595,NA
"2015-06-03","POM",22.4983329230769,NA,NA,0.072105821,0.001447051,0.007283254,0.18492252,0.068187088,0.007862867,0.008702301,0.279033592,0.00488081,0.036341501,0.021314676,0.002838025,0.025538221,0.016821743,0.001269111,0.034898667,0.013567571,0.002259788,0,0.004044661,0.072224351,0.00400094,0.015841623,0,0,0.00231209,0,0.081508726,0.001825486,0.00320149,0.003104376,0.003879097,0.001851057,0,0.368733284,1.109095084,1.128549102,0.015985555,0.58651061,0.582660419,0.148496103,0.247377478,0.424565442,0.207765578,0.005313772,39.09945054,0.21076726,0.157777738,0.008759907,0.88609348402771,5.749310366,-22.433691995,0.2191843855,0.2823882495,0.2139709655,0.7155436005,0.299032742869175,0.306318700002125,0.3946485571287,NA
"2015-06-15","POM",24.0829098888889,NA,NA,0.089688981,0,0.006468346,0.186400229,0.084687126,0.022262444,0.006607925,0.181459189,0.014330216,0.033317337,0.023238498,0,0.038198943,0.023543758,0.002543657,0.057920725,0.008503576,0.002264488,0,0.002245576,0.064874516,0.00180759,0.01925451,0,0,0.002506722,0,0.076675925,0.001187548,0.002883258,0.002698293,0.009979215,0.002606587,0,0.454329516,1.082067921,1.18191132,0.013076271,0.697489666,0.493134726,0.165460252,0.292819254,0.593791593,0.225521646,0.004789233,47.08929914,0.227804158,0.143796017,0.024309431,0.846087164908672,4.2876938655,-23.56968614,1.932230584,0.401614243,0.3156292845,2.6494741115,0.119129031353813,0.729288342774585,0.151582625871602,NA
"2015-06-24","POM",19.3201904723618,NA,NA,0.080535338,0,0.007706799,0.205852435,0.061859187,0.006742928,0.008155972,0.237141039,0.003924936,0.059046236,0.018930526,0.001731298,0.020792326,0.009928667,0.001639044,0.04739889,0.010664511,0.002787947,0.001841259,0.003685721,0.066524792,0.005660322,0.015173074,0,0,0.00310498,0,0.081323235,0.005691029,0.003412292,0.004446383,0.005905295,0.00218381,0,0.300502577,0.985204729,1.222450055,0.015862771,0.320605125,0.575394363,0.162243354,0.246069145,0.427653033,0.210121822,0.005324765,39.46123508,0.210500349,0.151533748,0.009830231,0.818029336880167,NA,-22.0775862,0.1283505325,0.0998306285,0.2447404325,0.4729215935,0.517507417431976,0.271399179618978,0.211093402949045,NA
"2015-06-30","POM",19.6902640571429,NA,NA,0.094195727,0.002308402,0.006807781,0.18717347,0.053237516,0.013216678,0.008234506,0.133925325,0.002274184,0.072691424,0.027490662,0,0.024426953,0.037616602,0.001671599,0.115965912,0.006274217,0.002170459,0,0.001456274,0.058857096,0.005411781,0.014851233,0,0,0.001895353,0.001966989,0.087823516,0,0.003586408,0.002124241,0.003003169,0.002194947,0,0.284428752,0.482857948,1.492148307,0.015042287,0.378183021,0.45857158,0.174873938,0.336957646,0.734798364,0.302158479,0.005094862,59.3065107,0.303390999,0.148136886,0.005277353,0.670174671667666,5.7298489945,-23.66168606,0.1109066165,0.1230141985,0.6491479705,0.8830687855,0.735104650010302,0.125592273581728,0.13930307640797,NA
"2015-07-07","POM",23.2412413333333,NA,NA,0.061245066,0.001517665,0.00509653,0.206580623,0.052074117,0.017645475,0.008024956,0.195063471,0.005383569,0.043033362,0.036483005,0.002013531,0.022762491,0.036375153,0.002078563,0.089098546,0.008613462,0.003415414,0,0.001412245,0.049007446,0.003617066,0.009420516,0,0,0.001915739,0,0.070009356,0.002201398,0.002203465,0.003157789,0.003117045,0.002104707,0,0.252076483,0.554673413,1.428545274,0.013121485,0.84778421,0.50076775,0.149101869,0.281160155,0.561458191,0.246406242,0.003490808,70.58715856,0.24798131,0.120429048,0.008500614,0.700012809716461,3.8125004405,-24.616826095,0.0356704365,0.213611288,0.487710942,0.7369926665,0.661758202176086,0.04839998838713,0.289841809436784,NA
"2015-07-22","POM",29.80837916,NA,NA,0.076905046,0.003321373,0.004589704,0.167575682,0.08052607,0.020053189,0.005761713,0.076320208,0.002094189,0.087045288,0.021683245,0,0.024805507,0.033675279,0.002868019,0.164266188,0.004033248,0.001726575,0.00120263,0.00160383,0.061610499,0.001937515,0.018287167,0,0,0.002227104,0,0.07182238,0.002068566,0.002192898,0.002054015,0.002356457,0.003723089,0,0.480535536,0.537674545,1.165749042,0.010351417,0.249103037,0.349544007,0.214643733,0.368532081,1.054322415,0.33480408,0.004471849,74.86926472,0.335846195,0.135036709,0.004450646,0.857817563272061,4.170257769,-25.222732895,0.012960802,0.095212552,1.917148799,2.025322153,0.946589556708414,0.00639937798576975,0.0470110653058166,NA
"2015-07-28","POM",28.8601604791667,NA,NA,0.134416476,0.004976646,0.006527046,0.190115151,0.15088731,0.012617137,0.005699538,0.066754648,0,0.03870793,0.031474958,0,0.030005749,0.037040156,0.001965274,0.071421671,0.004005271,0.001955615,0.000885148,0.002561652,0.075692672,0.003477546,0.007880937,0,0,0.002484174,0.00119796,0.075053442,0.000942044,0.002671167,0.001690888,0.002893855,0.004406559,0,0.793662731,1.237185494,0.991554928,0.012226584,0.813139782,0.426306092,0.237574284,0.301201754,0.706538703,0.262577263,0.005724886,45.86593614,0.263734868,0.153307766,0.002893855,1.00851699779472,6.042832285,-25.04071698,0.021859132,0.13634249,0.595616666,0.753818288,0.790132947796034,0.0289978796587647,0.180869172545201,NA
"2015-08-12","POM",25.1511442857143,NA,NA,0.089134478,0.001440714,0.005735763,0.162525678,0.071199942,0.008483746,0.00686078,0.20823493,0.004391987,0.065691314,0.028589627,0.00220581,0.031224249,0.02046518,0.002123113,0.045030487,0.00935091,0.00879365,0.001473526,0.003580099,0.082056366,0.003901968,0.009786814,0,0,0.00210515,0.001640137,0.090096173,0.002594082,0.001983083,0.003091078,0.00458687,0.003433566,0,0.438084267,1.028660645,1.09797908,0.012596544,0.435211676,0.498374622,0.188593139,0.288773337,0.579430259,0.241226882,0.007343349,32.84970957,0.243351418,0.175732638,0.008978857,0.910764167530179,5.9696941045,-24.1883696,0.0551859715,0.139580888,0.666450376,0.8612172355,0.773847002275885,0.0640790374660355,0.162073960258079,NA
"2015-08-20","POM",20.812066371134,NA,NA,0.103650906,0.003073527,0.005628072,0.158096115,0.075406747,0.012996186,0.007077312,0.137013502,0.004565594,0.036607019,0.028021614,0,0.040447064,0.030956131,0.001659373,0.080897859,0.007185593,0.001456387,0,0.002825221,0.096677938,0.003377412,0.008655549,0.009785607,0,0.002897433,0.001570632,0.094158478,0.002372301,0.002298176,0.002024505,0.007458212,0.003907101,0,0.476967738,0.886535655,0.973939652,0.012705384,0.765471055,0.436840724,0.155245347,0.373899541,0.85591732,0.305587839,0.015840833,19.29114715,0.307175,0.193661637,0.012023806,1.0267576542603,4.1927685055,-25.06519449,0.5784534175,0.482857498,0.7873897545,1.84870067,0.425915221040083,0.312897283420144,0.261187495539773,NA
"2015-08-25","POM",46.8190811515152,NA,NA,0.117505186,0.000895688,0.005043989,0.155221002,0.113652396,0.016493866,0.004754933,0.241777966,0.008182654,0.021571045,0.017329649,0.002336767,0.043264685,0.013224073,0.003994405,0.034954954,0.010365333,0.001061704,0,0.003019889,0.08260399,0.002331614,0.003202243,0,0,0.002055236,0,0.05029448,0.000835438,0.003771222,0.001454966,0.015070711,0.002830166,0,0.732197281,2.142229199,0.6088626,0.009798922,0.803375506,0.549560068,0.15916769,0.256665076,0.467037347,0.183132733,0.007014293,26.10850836,0.18809179,0.135918359,0.023253365,1.642406681608,6.456660809,-23.799723215,4.4161768395,0.374232655,0.841026659,5.6314361535,0.149344969218428,0.784200818250474,0.0664542125310984,NA
"2015-09-02","POM",23.6644976683938,NA,NA,0.103630745,0.003042613,0.006086176,0.15089594,0.095762946,0.013730358,0.007197212,0.219985786,0.00478867,0.030484863,0.019547881,0.001157014,0.04611407,0.019813752,0.004487124,0.04998397,0.009219364,0,0,0.003767519,0.092481,0.002393188,0.004308033,0,0,0.002284659,0.001588774,0.069725526,0,0.001653445,0.000755908,0.00710983,0.002519266,0.000866353,0.634629044,1.389777989,0.753944338,0.013283388,0.64123237,0.50879672,0.153902244,0.302144895,0.593842064,0.234288907,0.009843418,23.8015808,0.240258891,0.165974045,0.0118985,1.32635786784886,3.369494749,-25.5359142,0.7633469345,0.342571375,1.2191688265,2.325087136,0.524354037155535,0.328308957836839,0.147337005007627,NA
"2015-09-09","POM",68.9746937826087,NA,NA,0.110538557,0.002466238,0.005019412,0.166756494,0.105333062,0.014220731,0.005021745,0.117255201,0.003752495,0.031692037,0.018205623,0.001278909,0.035046522,0.036307075,0.005238091,0.091942848,0.004992985,0,0.000906605,0.002855819,0.11043346,0.00224154,0.003530388,0,0,0.002522271,0.001251223,0.085070245,0.000940047,0.001616149,0.001384579,0.005582744,0.004271174,0,0.631657934,1.029939398,0.770330337,0.010041156,0.574454184,0.419181155,0.162611928,0.380909397,0.908698763,0.327182504,0.009345132,35.0110076,0.331847537,0.198359524,0.009335239,1.29814437468706,6.814271007,-24.521467925,1.246843609,1.7797063035,1.0481738585,4.074723771,0.257238015975439,0.305994634010247,0.436767350014313,NA
"2015-09-28","POM",18.7386664489796,NA,NA,0.095375718,0.003035154,0.006516601,0.179003332,0.095441272,0.017105915,0.003710421,0.219848535,0,0.021483191,0.041911388,0,0.074178446,0.026015175,0,0.048982442,0.011479304,0,0,0,0.065254442,0,0.011875319,0,0,0,0,0.044908038,0,0,0.011073222,0.005304238,0,0,0.533181536,1.384421373,0.688198943,0.010227022,1.950892133,0.521017451,0.184819546,0.264642782,0.507934583,0.185160098,0,Inf,0.185160098,0.110162481,0.005304238,1.45306820128726,5.009967227,-26.03544829,0.286713559,0.4608532565,0.3610350735,1.108601889,0.325667019948583,0.258626258754282,0.415706721297135,NA
"2015-10-06","POM",22.6494532334047,NA,NA,0.120346791,0.002759739,0.006517957,0.161320255,0.110088105,0.018958311,0.006117082,0.118836333,0.008043935,0.024461448,0.02538134,0,0.058430559,0.026983938,0.001789164,0.061545034,0.006391211,0,0,0.003343425,0.10583039,0.004426591,0.00243865,0,0,0.002843609,0,0.075755757,0.003904736,0.001754265,0.001617435,0.009755321,0.003976253,0,0.682419604,1.407311812,0.715822333,0.012635039,1.037605778,0.43861762,0.166746716,0.354321132,0.807813266,0.272958728,0.005132589,53.18148692,0.275247707,0.184929572,0.017799256,1.39699468648964,5.5772163105,-25.272993175,2.725441455,0.438705935,0.8076286625,3.9717760525,0.203341943710962,0.686202197448795,0.110455858840244,NA
"2015-11-03","POM",10.25624375625,NA,NA,0.07771188,0,0.009067703,0.211604289,0.059250806,0.013068435,0.01214242,0.209580724,0.020212909,0.023799731,0.049099261,0,0.07410138,0.015827732,0,0.028930326,0.013124412,0.003052334,0,0,0.077581885,0.00837251,0.007717179,0,0,0,0,0.056148531,0.004106841,0.00392553,0,0.007626779,0.002838352,0,0.280007584,1.631928902,0.723732495,0.021210123,2.063017498,0.560744361,0.142919311,0.280429541,0.500102294,0.178488473,0,Inf,0.178488473,0.133730416,0.027839688,1.38172599742636,NA,-23.424825905,0.517105367,0.095929436,0.098807757,0.71184256,0.138805632807344,0.726432214168257,0.134762153024399,NA
"2015-12-11","POM",5.95507937070707,NA,NA,0.04052528,0.002344806,0.006423764,0.193425125,0.03551306,0.009873294,0.014030778,0.32319074,0,0.017903075,0.047027989,0.008909947,0.067660099,0.01388296,0,0.019867099,0.017833961,0,0,0,0.017138348,0.004912854,0.013897511,0.034050613,0,0,0,0.014834079,0,0.004672405,0,0,0.075177414,0,0.18360107,1.083716006,0.865548944,0.020454542,2.626810749,0.6126045,0.116686441,0.167433197,0.273313691,0.065722486,0.034050613,1.930141077,0.065722486,0.031972427,0,1.15533616883124,7.172368859,-26.1665691,0.027276436,0.0178343985,0.0583927445,0.103503579,0.564161597735669,0.263531331607383,0.172307070656948,NA
"2015-03-17","1000",NA,108.888172173236,22.4839898685713,0.0888372385898618,0.00144645157302184,0.00384716615198218,0.121149163179307,0.0862955606787604,0.00154313432524889,0.00249182797153873,0.0169534747792381,0.0170746152727965,0.0210918658848851,0.122524013045141,0.00114212043713686,0.0288805780743562,0.00755522400036059,0.000945341156734903,0.0170313547939388,0.00173938168129897,0.0342850450048039,0.00229860318845453,0.00546927853714197,0.171629478588967,0.000961718696049899,0.004774355996747,0.00159989153737263,0,0.00918594769194549,NA,0.123129083917562,0,NA,0.0134580450424683,0.0136717315083009,0.00409954480812887,0.047675584714161,0.712308351243322,1.94180974523747,0.717412212225163,0.00633899412352091,5.80906467516202,0.237535000538877,0.283875337225828,0.398471128267931,1.67752595349718,0.330829692181228,0.0095142485176016,34.7720255119661,0.338744049161457,0.313212129210423,0.0307463467810974,1.39389876971616,10.6859826,-19.9401927372991,NA,NA,NA,NA,NA,NA,NA,2.46348667574759
"2015-03-17","125",NA,34.7594823508867,4.85417156648725,0.0689877276374324,0,0.0063363228945886,0.19797997383175,0.0707085474070025,0.00641571982992807,0.00723933935576144,0.0338810548077135,0.00740323090572456,0.0387615806948537,0.11083804219783,0.00215135817195343,0.0216373206453045,0.00878145369283473,0,0.0123956245628697,0.00427469507843598,0.0183935677553842,0.0043202704277552,0.0058134576535179,0.147214997545574,0.00202601527557278,0.00497136411632593,0,0,0.0110033594992435,NA,0.154280657132813,0,NA,0.0148541604382843,0.00879857439850153,0.00684463140036101,0.0052740417403499,0.357149998752364,1.33436892786959,1.0479955147576,0.01357566225035,2.8594819976613,0.331322993987026,0.258527262609681,0.381648946464139,1.15189393247812,0.33799636286109,0.0058134576535179,58.1403328287011,0.343809820514608,0.322632742258904,0.0162018053042261,0.95420255708947,8.73,-19.984120113789,NA,NA,NA,NA,NA,NA,NA,3.57489504427917
"2015-03-17","250",NA,111.221932496992,17.5043202383531,0.0438073672071506,0.00214704754005004,0.00285926077937999,0.130007605187826,0.10630541541299,0.00232706715197775,0.00211633074460747,0.017125030380358,0.0239045444146284,0.0317488802140327,0.163661165383358,0.00144226385775181,0.0365697705683485,0.00525271550732559,0.00143985728908704,0.0211275065074695,0.000791727734519902,0.00945387794908303,0.00224271862356771,0.0042027518493393,0.227478710466943,0.000563376618974998,0.00183539021833687,0.00114410775020376,0,0.00836995988956047,NA,0.101835785165044,0.000598001505207474,NA,0.00941374707115495,0.016359247747062,0.00429390736075492,0.00325653837899945,0.817686128895362,2.88492864995913,0.447671718184118,0.00497559152398746,5.15486418040726,0.199994558141321,0.324565523789006,0.449927675778579,2.24969959162914,0.36630739615991,0.00802723885466274,45.6330505161355,0.373190527264369,0.345370447960487,0.0402637921616904,2.23377970816713,8.55,-20.4307736828907,NA,NA,NA,NA,NA,NA,NA,3.66142805594099
"2015-03-17","500",NA,116.498534791215,22.6184576382608,0.0794387527630137,0.00152044281998374,0.003558692329501,0.128723530325062,0.108400704858867,0.00148934738346982,0.00274788878365067,0.0193601214949225,0.0156707691892686,0.023573729327949,0.125198333762416,0.00135886178300925,0.0250537100025223,0.00535711888765986,0.00101302737895462,0.016666807996749,0.00125907863437696,0.0289077953940176,0.00192381895678323,0.00485037436467002,0.173174975790649,0.000366713396820519,0.00389891752330886,0.00128335881292238,0,0.00730171912826168,NA,0.133314401438902,0.000554088468890038,NA,0.0154600811911071,0.0146752204996372,0.00439356269564214,0.0320855889920924,0.842120353482581,1.99500457759,0.769824859684494,0.00630658111315167,5.31092607455965,0.238101796171065,0.306960004877649,0.40028530244698,1.68115196476466,0.337738842199005,0.00861249622745425,39.214977084389,0.345067979613537,0.322031025350173,0.0303459896889058,1.2989967619516,9.899620549,-20.7576978921103,NA,NA,NA,NA,NA,NA,NA,2.89615173405672
