Date,Volume.filtered_mL,Sample.dryweight_g,Sample.wetweight_g,C10.0_PERCENT,C11.0_PERCENT,C12.0_PERCENT,C13.0_PERCENT,C14.0_PERCENT,C14.1_PERCENT,C15.0_PERCENT,C16.0_PERCENT,C16.1n.7_PERCENT,C16.1n.9_PERCENT,C17.0_PERCENT,C18.0_PERCENT,C16.3n.4_PERCENT,C18.1n.7_PERCENT,C18.1n.7t_PERCENT,C18.1n.9c_PERCENT,C18.1n.9t_PERCENT,C18.2n.6c_and_C16.4n.1_PERCENT,C18.2n.6t_PERCENT,C18.3n.3_PERCENT,C18.3n.6_PERCENT,C18.4n.3_PERCENT,C20.0_PERCENT,C20.1n.9_PERCENT,C20.3n.3_PERCENT,C20.4n.6_PERCENT,C20.5n.3_PERCENT,C22.0_PERCENT,C22.1n.9_PERCENT,C22.2n.6_PERCENT,C22.4n.6_PERCENT,C22.5n.3_PERCENT,C22.5n.6._PERCENT,C22.6n.3_PERCENT,C23.0_PERCENT,C24.0_PERCENT,C24.1n.9_PERCENT,C16.2n.4_PERCENT,C20.4n.3_PERCENT,C22.1n.11_PERCENT,TotalFA_ug,Ratio16.1,Diatom.Flag,DHA.EPA,Terr_18.2n6_18.3n3,River.C22C24,Bacteria_15_17,Carn18.1N9_n7,percent.SFA,percent.MUFA,percent.PUFA,PUFA.SFA,percent.n3_PUFA,percent.n6_PUFA,n3.n6,EFA.ug.L,HUFA.ug.L,Prop.EFA,Prop.HUFA,C.N,delta15n,delta13c,POC_ug.L,PN_ug.L,chl_20um,chl_GF.F,chl_3um,phaeo.chla,NO3,PO4,Si,SST,SSS,log10.N2,Rain2Day,WindSp2Day,WindDir2Day,Bacillariophyta,Chlorophyta,Ciliophora,Cryptophyta,Dinoflagellata
6/3/15,7800,NA,1.3054,0.001548383,0,0.005381453,0.001087608,0.072105821,0.001447051,0.007283254,0.18492252,0.068187088,0.007862867,0.008702301,0.279033592,0.00488081,0.036341501,0.004174426,0.021314676,0.002838025,0.025538221,0.004739625,0.016821743,0.001269111,0.034898667,0.013567571,0.002259788,0,0.004044661,0.072224351,0.00400094,0.015841623,0,0,0.00231209,0,0.081508726,0.001825486,0.00320149,0.003104376,0.003879097,0.001851057,0,175.4869968,0.368733284,1.109095084,1.128549102,0.042359964,0.007202431,0.015985555,0.58651061,0.582660419,0.148496103,0.247377478,0.424565442,0.207765578,0.005313772,39.09945054,4.741911993,3.549736088,0.21076726,0.157777738,5.285728744,5.749310366,-22.433692,174.3335278,30.06999832,0.219184386,0.213970966,0.28238825,0.811549765,0.5455,0.235,7.2945,NA,NA,-2.958284667,20.2,1.229770833,209.4377083,NA,NA,NA,NA,NA
6/15/15,9900,0.0696,1.9028,0.000545576,0,0.004789747,0.002792762,0.089688981,0,0.006468346,0.186400229,0.084687126,0.022262444,0.006607925,0.181459189,0.014330216,0.033317337,0.001475772,0.023238498,0,0.038198943,0.019063418,0.023543758,0.002543657,0.057920725,0.008503576,0.002264488,0,0.002245576,0.064874516,0.00180759,0.01925451,0,0,0.002506722,0,0.076675925,0.001187548,0.002883258,0.002698293,0.009979215,0.002606587,0,238.4208079,0.454329516,1.082067921,1.18191132,0.061742701,0.004690847,0.013076271,0.697489666,0.493134726,0.165460252,0.292819254,0.593791593,0.225521646,0.004789233,47.08929914,5.486187002,3.463026522,0.227804158,0.143796017,4.344280156,4.287693866,-23.56968614,182.0562142,32.36225771,1.932230584,0.315629285,0.401614243,0.424092129,15.44554961,1.343,41.4633907,11.2848,28.62275,-3.34021554,0,1.936458333,211.1530833,NA,NA,NA,NA,NA
6/24/15,9950,0.062,1.8477,0.001518375,0,0.007309695,0.001746555,0.080535338,0,0.007706799,0.205852435,0.061859187,0.006742928,0.008155972,0.237141039,0.003924936,0.059046236,0.003992787,0.018930526,0.001731298,0.020792326,0.001642315,0.009928667,0.001639044,0.04739889,0.010664511,0.002787947,0.001841259,0.003685721,0.066524792,0.005660322,0.015173074,0,0,0.00310498,0,0.081323235,0.005691029,0.003412292,0.004446383,0.005905295,0.00218381,0,192.2358952,0.300502577,0.985204729,1.222450055,0.030720993,0.009072615,0.015862771,0.320605125,0.575394363,0.162243354,0.246069145,0.427653033,0.210121822,0.005324765,39.46123508,4.066906835,2.927660884,0.210500349,0.151533748,NA,NA,-22.0775862,84.71939683,NA,0.128350533,0.244740433,0.099830629,0.864246622,0.207163885,0.127479606,3.679706993,16.88715,26.33835,-2.870351926,0,1.637104167,180.0179167,NA,NA,NA,NA,NA
6/30/15,8750,0.0657,1.9751,0.003142816,0,0.009819549,0,0.094195727,0.002308402,0.006807781,0.18717347,0.053237516,0.013216678,0.008234506,0.133925325,0.002274184,0.072691424,0,0.027490662,0,0.024426953,0.01418521,0.037616602,0.001671599,0.115965912,0.006274217,0.002170459,0,0.001456274,0.058857096,0.005411781,0.014851233,0,0,0.001895353,0.001966989,0.087823516,0,0.003586408,0.002124241,0.003003169,0.002194947,0,172.2898105,0.284428752,0.482857948,1.492148307,0.062043555,0.00899819,0.015042287,0.378183021,0.45857158,0.174873938,0.336957646,0.734798364,0.302158479,0.005094862,59.3065107,5.973848888,2.9168544,0.303390999,0.148136886,4.502474918,5.729848995,-23.66168606,129.9654881,26.93196979,0.110906617,0.649147971,0.123014199,0.514766582,0.42897051,0.263056449,14.8330503,13.493,27.4936,-2.92503716,0,1.495833333,199.5252708,NA,NA,NA,NA,NA
7/7/15,9900,0.0455,1.313,0.001444239,0,0.00556328,0.001114195,0.061245066,0.001517665,0.00509653,0.206580623,0.052074117,0.017645475,0.008024956,0.195063471,0.005383569,0.043033362,0.003302124,0.036483005,0.002013531,0.022762491,0.04390439,0.036375153,0.002078563,0.089098546,0.008613462,0.003415414,0,0.001412245,0.049007446,0.003617066,0.009420516,0,0,0.001915739,0,0.070009356,0.002201398,0.002203465,0.003157789,0.003117045,0.002104707,0,230.0882892,0.252076483,0.554673413,1.428545274,0.059137644,0.005820531,0.013121485,0.84778421,0.50076775,0.149101869,0.281160155,0.561458191,0.246406242,0.003490808,70.58715856,5.763393483,2.798920564,0.24798131,0.120429048,4.844321597,3.812500441,-24.6168261,132.4252392,25.74673837,0.035670437,0.487710942,0.213611288,0.563189253,14.82191257,1.355698064,42.14447497,11.86145,27.6084,-3.050043307,0,0.98425,163.3914583,NA,NA,NA,NA,NA
7/22/15,10000,0.0643,1.9833,0.001464323,0,0.004547338,0.002147766,0.076905046,0.003321373,0.004589704,0.167575682,0.08052607,0.020053189,0.005761713,0.076320208,0.002094189,0.087045288,0,0.021683245,0,0.024805507,0.0435039,0.033675279,0.002868019,0.164266188,0.004033248,0.001726575,0.00120263,0.00160383,0.061610499,0.001937515,0.018287167,0,0,0.002227104,0,0.07182238,0.002068566,0.002192898,0.002054015,0.002356457,0.003723089,0,298.0837916,0.480535536,0.537674545,1.165749042,0.058480786,0.004130413,0.010351417,0.249103037,0.349544007,0.214643733,0.368532081,1.054322415,0.33480408,0.004471849,74.86926472,10.01103072,4.025225415,0.335846195,0.135036709,4.331776283,4.170257769,-25.2227329,126.3013908,50.52177042,0.012960802,1.917148799,0.095212552,0.336613846,11.42978118,1.156251809,39.53565523,14.64785,27.4266,-3.079037643,0,2.6703125,228.3123333,NA,NA,NA,NA,NA
7/28/15,9600,0.0549,1.4877,0.00158655,0,0.008867161,0.001243495,0.134416476,0.004976646,0.006527046,0.190115151,0.15088731,0.012617137,0.005699538,0.066754648,0,0.03870793,0,0.031474958,0,0.030005749,0.017218248,0.037040156,0.001965274,0.071421671,0.004005271,0.001955615,0.000885148,0.002561652,0.075692672,0.003477546,0.007880937,0,0,0.002484174,0.00119796,0.075053442,0.000942044,0.002671167,0.001690888,0.002893855,0.004406559,0,277.0575406,0.793662731,1.237185494,0.991554928,0.067045904,0.006148713,0.012226584,0.813139782,0.426306092,0.237574284,0.301201754,0.706538703,0.262577263,0.005724886,45.86593614,7.611430601,4.424486735,0.263734868,0.153307766,4.240612326,6.042832285,-25.04071698,231.6996856,43.30932792,0.021859132,0.595616666,0.13634249,0.384513305,0.389926961,0.309558973,30.48224545,16.53475,27.98685,-3.078361052,2,1.776770833,188.651875,NA,NA,NA,NA,NA
8/12/15,9800,0.0481,1.3564,0.001415563,0.000717405,0.004932835,0.000987148,0.089134478,0.001440714,0.005735763,0.162525678,0.071199942,0.008483746,0.00686078,0.20823493,0.004391987,0.065691314,0.003115085,0.028589627,0.00220581,0.031224249,0.006107492,0.02046518,0.002123113,0.045030487,0.00935091,0.00879365,0.001473526,0.003580099,0.082056366,0.003901968,0.009786814,0,0,0.00210515,0.001640137,0.090096173,0.002594082,0.001983083,0.003091078,0.00458687,0.003433566,0,246.481214,0.438084267,1.028660645,1.09797908,0.051689429,0.005885051,0.012596544,0.435211676,0.498374622,0.188593139,0.288773337,0.579430259,0.241226882,0.007343349,32.84970957,6.120566631,4.419876942,0.243351418,0.175732638,4.275563972,5.969694105,-24.1883696,134.431612,31.78180076,0.055185972,0.666450376,0.139580888,0.392038828,0.17431595,0.404302946,18.69388377,17.15635,28.10805,-3.052594163,0.2,0.95025,200.7997917,NA,NA,NA,NA,NA
8/20/15,9700,0.0459,1.2728,0.001580975,0,0.007174384,0.001385975,0.103650906,0.003073527,0.005628072,0.158096115,0.075406747,0.012996186,0.007077312,0.137013502,0.004565594,0.036607019,0.000898803,0.028021614,0,0.040447064,0.014857763,0.030956131,0.001659373,0.080897859,0.007185593,0.001456387,0,0.002825221,0.096677938,0.003377412,0.008655549,0.009785607,0,0.002897433,0.001570632,0.094158478,0.002372301,0.002298176,0.002024505,0.007458212,0.003907101,0,201.8770438,0.476967738,0.886535655,0.973939652,0.071403194,0.005675589,0.012705384,0.765471055,0.436840724,0.155245347,0.373899541,0.85591732,0.305587839,0.015840833,19.29114715,6.392946485,4.030498846,0.307175,0.193661637,4.30660689,4.192768506,-25.06519449,165.1025738,34.47880764,0.578453418,0.787389755,0.482857498,0.495608697,13.04004966,1.237057036,35.1368747,12.30305,28.3132,-3.201781874,0,3.023625,160.5886875,NA,NA,NA,NA,NA
8/25/15,9900,0.0558,1.3467,0.000928154,0.000533364,0.005222468,0.001269398,0.117505186,0.000895688,0.005043989,0.155221002,0.113652396,0.016493866,0.004754933,0.241777966,0.008182654,0.021571045,0.00440865,0.017329649,0.002336767,0.043264685,0.006524952,0.013224073,0.003994405,0.034954954,0.010365333,0.001061704,0,0.003019889,0.08260399,0.002331614,0.003202243,0,0,0.002055236,0,0.05029448,0.000835438,0.003771222,0.001454966,0.015070711,0.002830166,0,463.5089034,0.732197281,2.142229199,0.6088626,0.056488758,0.006102836,0.009798922,0.803375506,0.549560068,0.15916769,0.256665076,0.467037347,0.183132733,0.007014293,26.10850836,8.806284772,6.363572674,0.18809179,0.135918359,4.593314693,6.456660809,-23.79972322,341.5160319,68.77526563,4.41617684,0.841026659,0.374232655,0.344429073,2.998865743,0.434068603,16.68648901,11.1667,28.5252,-3.075807419,0,1.7513125,222.395,NA,NA,NA,NA,NA
9/2/15,9650,0.0502,1.3788,0.001140396,0.000538886,0.004744554,0.001311029,0.103630745,0.003042613,0.006086176,0.15089594,0.095762946,0.013730358,0.007197212,0.219985786,0.00478867,0.030484863,0.00338785,0.019547881,0.001157014,0.04611407,0.011712101,0.019813752,0.004487124,0.04998397,0.009219364,0,0,0.003767519,0.092481,0.002393188,0.004308033,0,0,0.002284659,0.001588774,0.069725526,0,0.001653445,0.000755908,0.00710983,0.002519266,0.000866353,228.3624025,0.634629044,1.389777989,0.753944338,0.065927822,0.004046633,0.013283388,0.64123237,0.50879672,0.153902244,0.302144895,0.593842064,0.234288907,0.009843418,23.8015808,5.685605978,3.927692408,0.240258891,0.165974045,3.491313126,3.369494749,-25.5359142,189.4256528,74.74390888,0.763346935,1.219168827,0.342571375,0.476760025,5.548470618,0.759704413,24.9959722,15.0665,28.0869,-3.633835248,16.4,1.033291667,207.80625,NA,NA,NA,NA,NA
9/9/15,4600,0.0485,1.432,0.000879494,0,0.002671302,0.00124823,0.110538557,0.002466238,0.005019412,0.166756494,0.105333062,0.014220731,0.005021745,0.117255201,0.003752495,0.031692037,0.001511562,0.018205623,0.001278909,0.035046522,0.015007342,0.036307075,0.005238091,0.091942848,0.004992985,0,0.000906605,0.002855819,0.11043346,0.00224154,0.003530388,0,0,0.002522271,0.001251223,0.085070245,0.000940047,0.001616149,0.001384579,0.005582744,0.004271174,0,317.2835914,0.631657934,1.029939398,0.770330337,0.071353597,0.00385769,0.010041156,0.574454184,0.419181155,0.162611928,0.380909397,0.908698763,0.327182504,0.009345132,35.0110076,22.88908228,13.6817874,0.331847537,0.198359524,4.309121761,6.814271007,-24.52146793,226.0708203,57.43337988,1.246843609,1.048173859,1.779706304,0.233223737,0.192546145,0.234670391,17.70086775,15.58645,27.11075,-3.046157008,10.4,1.048729167,171.4579167,NA,NA,NA,NA,NA
9/28/15,9800,0.0273,0.6769,0,0,0.00508354,0,0.095375718,0.003035154,0.006516601,0.179003332,0.095441272,0.017105915,0.003710421,0.219848535,0,0.021483191,0,0.041911388,0,0.074178446,0.012414306,0.026015175,0,0.048982442,0.011479304,0,0,0,0.065254442,0,0.011875319,0,0,0,0,0.044908038,0,0,0.011073222,0.005304238,0,0,183.6389312,0.533181536,1.384421373,0.688198943,0.100193621,0,0.010227022,1.950892133,0.521017451,0.184819546,0.264642782,0.507934583,0.185160098,0,Inf,3.469653315,2.064297981,0.185160098,0.110162481,4.847861606,5.009967227,-26.03544829,181.589039,17.41665363,0.286713559,0.361035074,0.460853257,0.309347067,14.36417988,1.282733679,37.21955346,12.5757,28.76505,-3.18932925,0,2.180604167,229.6947917,NA,NA,NA,NA,NA
10/6/15,9340,0.05046,1.40046,0.001858898,0,0.005583922,0.00155958,0.120346791,0.002759739,0.006517957,0.161320255,0.110088105,0.018958311,0.006117082,0.118836333,0.008043935,0.024461448,0,0.02538134,0,0.058430559,0.015915976,0.026983938,0.001789164,0.061545034,0.006391211,0,0,0.003343425,0.10583039,0.004426591,0.00243865,0,0,0.002843609,0,0.075755757,0.003904736,0.001754265,0.001617435,0.009755321,0.003976253,0,211.5458932,0.682419604,1.407311812,0.715822333,0.085414497,0.006180855,0.012635039,1.037605778,0.43861762,0.166746716,0.354321132,0.807813266,0.272958728,0.005132589,53.18148692,6.234210076,4.188553683,0.275247707,0.184929572,3.83294653,5.577216311,-25.27299318,394.5493034,92.27886399,2.725441455,0.807628663,0.438705935,0.211379922,5.4075,0.596224369,27.36149136,11.65525,27.7803,-3.134588254,0,0.644375,208.6002083,NA,NA,NA,NA,NA
