"Hakai.Net.ID","Net_sizefrac","Date","screen_size","Net.Mesh.Size","Flow.Meter.Volume","Depth.Volume","Flow.Meter.Ratio","Weight.Before..mg.","Weight.After..mg.","Weight.Before.Flag","Weight.After.Flag","missing.weight","Biomass.Weight.mg","Plankton.Isotope.ID","event_pk","Hakai.ID","Biomass.mg.m3","Volume.flag"
"2020-12-17_QU39_6_64_3","2020-12-17_QU39_6_64_3_4000",2020-12-17,"4000","64 um",8.016223916,49.68441866,0.161342814,0,0,NA,NA,NA,0,NA,NA,NA,0,"Depth volume used"
"2021-02-23_QU39_5_64_3","2021-02-23_QU39_5_64_3_64",2021-02-23,"64","64 um",8.121700547,48.87727032,0.166165183,128.5,422.6,NA,NA,NA,294.1,NA,NA,NA,6.0171118001174,"Depth volume used"
"2021-02-23_QU39_5_64_3","2021-02-23_QU39_5_64_3_125",2021-02-23,"125","64 um",8.121700547,48.87727032,0.166165183,128.1,291.3,NA,NA,NA,163.2,NA,NA,NA,3.33897533416919,"Depth volume used"
"2021-02-23_QU39_5_64_3","2021-02-23_QU39_5_64_3_250",2021-02-23,"250","64 um",8.121700547,48.87727032,0.166165183,127.2,182,NA,NA,NA,54.8,NA,NA,NA,1.12117554113034,"Depth volume used"
"2021-02-23_QU39_5_64_3","2021-02-23_QU39_5_64_3_500",2021-02-23,"500","64 um",8.121700547,48.87727032,0.166165183,125.9,176.7,NA,NA,NA,50.8,NA,NA,NA,1.0393379103909,"Depth volume used"
"2021-02-23_QU39_5_64_3","2021-02-23_QU39_5_64_3_1000",2021-02-23,"1000","64 um",8.121700547,48.87727032,0.166165183,127.9,180.8,NA,NA,NA,52.9,NA,NA,NA,1.08230266652911,"Depth volume used"
"2021-02-23_QU39_5_64_3","2021-02-23_QU39_5_64_3_2000",2021-02-23,"2000","64 um",8.121700547,48.87727032,0.166165183,127.5,171.9,NA,NA,NA,44.4,NA,NA,NA,0.908397701207795,"Depth volume used"
"2021-02-23_QU39_5_64_3","2021-02-23_QU39_5_64_3_4000",2021-02-23,"4000","64 um",8.121700547,48.87727032,0.166165183,0,0,NA,NA,NA,0,NA,NA,NA,0,"Depth volume used"
"2016-05-18_QU39_5_64_1","2016-05-18_QU39_5_64_1_64",2016-05-18,"64","64 um",9.41378927,51.025,0.184493665,128.1,288.1,NA,NA,NA,160,NA,NA,NA,3.13571778539931,"Depth volume used"
"2016-05-18_QU39_5_64_1","2016-05-18_QU39_5_64_1_125",2016-05-18,"125","64 um",9.41378927,51.025,0.184493665,255.9,571.7,NA,NA,NA,315.8,NA,NA,NA,6.1891229789319,"Depth volume used"
"2016-05-18_QU39_5_64_1","2016-05-18_QU39_5_64_1_250",2016-05-18,"250","64 um",9.41378927,51.025,0.184493665,258,590.4,NA,NA,NA,332.4,NA,NA,NA,6.51445369916707,"Depth volume used"
"2016-05-18_QU39_5_64_1","2016-05-18_QU39_5_64_1_500",2016-05-18,"500","64 um",9.41378927,51.025,0.184493665,127.8,226.1,NA,NA,NA,98.3,NA,NA,NA,1.9265066144047,"Depth volume used"
"2016-05-18_QU39_5_64_1","2016-05-18_QU39_5_64_1_1000",2016-05-18,"1000","64 um",9.41378927,51.025,0.184493665,127.9,211.2,NA,NA,NA,83.3,NA,NA,NA,1.63253307202352,"Depth volume used"
"2016-05-18_QU39_5_64_1","2016-05-18_QU39_5_64_1_2000",2016-05-18,"2000","64 um",9.41378927,51.025,0.184493665,129.7,172.8,NA,NA,NA,43.1,NA,NA,NA,0.844683978441941,"Depth volume used"
"2016-05-18_QU39_5_64_1","2016-05-18_QU39_5_64_1_4000",2016-05-18,"4000","64 um",9.41378927,51.025,0.184493665,0,0,NA,NA,NA,0,NA,NA,NA,0,"Depth volume used"
"2020-09-22_QU39_5_64_3","2020-09-22_QU39_5_64_3_64",2020-09-22,"64","64 um",8.944418264,47.77357131,0.187225238,130.1,193.1,NA,NA,NA,63,NA,NA,NA,1.31872075443547,"Depth volume used"
"2020-09-22_QU39_5_64_3","2020-09-22_QU39_5_64_3_125",2020-09-22,"125","64 um",8.944418264,47.77357131,0.187225238,132.1,226.5,NA,NA,NA,94.4,NA,NA,NA,1.97598792410648,"Depth volume used"
"2020-09-22_QU39_5_64_3","2020-09-22_QU39_5_64_3_250",2020-09-22,"250","64 um",8.944418264,47.77357131,0.187225238,129.3,232.1,NA,NA,NA,102.8,NA,NA,NA,2.15181735803121,"Depth volume used"
"2020-09-22_QU39_5_64_3","2020-09-22_QU39_5_64_3_500",2020-09-22,"500","64 um",8.944418264,47.77357131,0.187225238,128.5,227.9,NA,NA,NA,99.4,NA,NA,NA,2.08064830144263,"Depth volume used"
"2020-09-22_QU39_5_64_3","2020-09-22_QU39_5_64_3_1000",2020-09-22,"1000","64 um",8.944418264,47.77357131,0.187225238,128.4,223.3,NA,NA,NA,94.9,NA,NA,NA,1.9864539618401,"Depth volume used"
"2020-09-22_QU39_5_64_3","2020-09-22_QU39_5_64_3_2000",2020-09-22,"2000","64 um",8.944418264,47.77357131,0.187225238,35.3,85.2,NA,NA,NA,49.9,NA,NA,NA,1.04451056581476,"Depth volume used"
"2020-09-22_QU39_5_64_3","2020-09-22_QU39_5_64_3_4000",2020-09-22,"4000","64 um",8.944418264,47.77357131,0.187225238,35.6,57.5,NA,NA,NA,21.9,NA,NA,NA,0.458412452732331,"Depth volume used"
"2015-05-11_QU39_1_64_1","2015-05-11_QU39_1_64_1_64",2015-05-11,"64","64 um",10.22595932,50.04375,0.204340389,0,0,NA,NA,NA,0,NA,NA,NA,0,"Depth volume used"
"2015-05-11_QU39_1_64_1","2015-05-11_QU39_1_64_1_125",2015-05-11,"125","64 um",10.22595932,50.04375,0.204340389,137.1,374.2,NA,NA,NA,237.1,NA,NA,NA,4.73785437741976,"Depth volume used"
"2015-05-11_QU39_1_64_1","2015-05-11_QU39_1_64_1_250",2015-05-11,"250","64 um",10.22595932,50.04375,0.204340389,135.3,280.9,NA,NA,NA,145.6,NA,NA,NA,2.90945422755089,"Depth volume used"
"2015-05-11_QU39_1_64_1","2015-05-11_QU39_1_64_1_500",2015-05-11,"500","64 um",10.22595932,50.04375,0.204340389,136.7,231.5,NA,NA,NA,94.8,NA,NA,NA,1.89434245035594,"Depth volume used"
"2015-05-11_QU39_1_64_1","2015-05-11_QU39_1_64_1_1000",2015-05-11,"1000","64 um",10.22595932,50.04375,0.204340389,137.7,232.7,NA,NA,NA,95,NA,NA,NA,1.89833895341576,"Depth volume used"
"2015-05-11_QU39_1_64_1","2015-05-11_QU39_1_64_1_2000",2015-05-11,"2000","64 um",10.22595932,50.04375,0.204340389,36.7,72.4,NA,NA,NA,35.7,NA,NA,NA,0.713375796178344,"Depth volume used"
"2015-05-11_QU39_1_64_1","2015-05-11_QU39_1_64_1_4000",2015-05-11,"4000","64 um",10.22595932,50.04375,0.204340389,0,0,NA,NA,1,0,NA,NA,NA,0,"Depth volume used"
"2018-02-14_QU39_4_64_3","2018-02-14_QU39_4_64_3_64",2018-02-14,"64","64 um",15.08843199,47.71471421,0.316221783,37.3,56.9,NA,NA,NA,19.6,NA,NA,NA,0.410774754172,"Depth volume used"
"2018-02-14_QU39_4_64_3","2018-02-14_QU39_4_64_3_125",2018-02-14,"125","64 um",15.08843199,47.71471421,0.316221783,37.9,66.5,NA,NA,NA,28.6,NA,NA,NA,0.599395814761184,"Depth volume used"
"2018-02-14_QU39_4_64_3","2018-02-14_QU39_4_64_3_250",2018-02-14,"250","64 um",15.08843199,47.71471421,0.316221783,37.6,66.4,NA,NA,NA,28.8,NA,NA,NA,0.603587393885388,"Depth volume used"
"2018-02-14_QU39_4_64_3","2018-02-14_QU39_4_64_3_500",2018-02-14,"500","64 um",15.08843199,47.71471421,0.316221783,134.2,228.7,NA,NA,NA,94.5,NA,NA,NA,1.98052113618643,"Depth volume used"
"2018-02-14_QU39_4_64_3","2018-02-14_QU39_4_64_3_1000",2018-02-14,"1000","64 um",15.08843199,47.71471421,0.316221783,133.6,320.8,NA,NA,NA,187.2,NA,NA,NA,3.92331806025502,"Depth volume used"
"2018-02-14_QU39_4_64_3","2018-02-14_QU39_4_64_3_2000",2018-02-14,"2000","64 um",15.08843199,47.71471421,0.316221783,133.6,320.8,NA,NA,NA,187.2,NA,NA,NA,3.92331806025502,"Depth volume used"
"2018-02-14_QU39_4_64_3","2018-02-14_QU39_4_64_3_4000",2018-02-14,"4000","64 um",15.08843199,47.71471421,0.316221783,37.6,68.2,NA,NA,NA,30.6,NA,NA,NA,0.641311606003225,"Depth volume used"
"2018-05-10_QU39_4_64_3","2018-05-10_QU39_4_64_3_64",2018-05-10,"64","64 um",16.45962819,50.04375,0.328904772,248.5,452.4,NA,NA,NA,203.9,NA,NA,NA,4.0744348694892,"Depth volume used"
"2018-05-10_QU39_4_64_3","2018-05-10_QU39_4_64_3_125",2018-05-10,"125","64 um",16.45962819,50.04375,0.328904772,253.4,595.6,NA,NA,NA,342.2,NA,NA,NA,6.83801673535656,"Depth volume used"
"2018-05-10_QU39_4_64_3","2018-05-10_QU39_4_64_3_250",2018-05-10,"250","64 um",16.45962819,50.04375,0.328904772,249.4,432.9,NA,NA,NA,183.5,NA,NA,NA,3.66679155738729,"Depth volume used"
"2018-05-10_QU39_4_64_3","2018-05-10_QU39_4_64_3_500",2018-05-10,"500","64 um",16.45962819,50.04375,0.328904772,124.8,253.2,NA,NA,NA,128.4,NA,NA,NA,2.56575496440614,"Depth volume used"
"2018-05-10_QU39_4_64_3","2018-05-10_QU39_4_64_3_1000",2018-05-10,"1000","64 um",16.45962819,50.04375,0.328904772,249.4,570.6,NA,NA,NA,321.2,NA,NA,NA,6.41838391407518,"Depth volume used"
"2018-05-10_QU39_4_64_3","2018-05-10_QU39_4_64_3_2000",2018-05-10,"2000","64 um",16.45962819,50.04375,0.328904772,123,233.8,NA,NA,NA,110.8,NA,NA,NA,2.21406269514175,"Depth volume used"
"2018-05-10_QU39_4_64_3","2018-05-10_QU39_4_64_3_4000",2018-05-10,"4000","64 um",16.45962819,50.04375,0.328904772,157.9,315.6,NA,NA,NA,157.7,NA,NA,NA,3.15124266267016,"Depth volume used"
"2018-04-16_QU39_4_64_3","2018-04-16_QU39_4_64_3_64",2018-04-16,"64","64 um",15.41540954,45.96156136,0.335397865,131.6,231.8,NA,NA,NA,100.2,NA,NA,NA,2.18008259587115,"Depth volume used"
"2018-04-16_QU39_4_64_3","2018-04-16_QU39_4_64_3_125",2018-04-16,"125","64 um",15.41540954,45.96156136,0.335397865,266.9,416.5,NA,NA,NA,149.6,NA,NA,NA,3.2548937758715,"Depth volume used"
"2018-04-16_QU39_4_64_3","2018-04-16_QU39_4_64_3_250",2018-04-16,"250","64 um",15.41540954,45.96156136,0.335397865,264,473.5,NA,NA,NA,209.5,NA,NA,NA,4.55815672490026,"Depth volume used"
"2018-04-16_QU39_4_64_3","2018-04-16_QU39_4_64_3_500",2018-04-16,"500","64 um",15.41540954,45.96156136,0.335397865,264.5,542.1,NA,NA,NA,277.6,NA,NA,NA,6.03982962688455,"Depth volume used"
"2018-04-16_QU39_4_64_3","2018-04-16_QU39_4_64_3_1000",2018-04-16,"1000","64 um",15.41540954,45.96156136,0.335397865,262.6,840.1,NA,NA,NA,577.5,NA,NA,NA,12.5648472965628,"Depth volume used"
"2018-04-16_QU39_4_64_3","2018-04-16_QU39_4_64_3_2000",2018-04-16,"2000","64 um",15.41540954,45.96156136,0.335397865,35.3,50.6,NA,NA,NA,15.3,NA,NA,NA,0.332886863441403,"Depth volume used"
